year,country_name,hdi_category,indicator_name,reference,values
,Senegal,,Urban populationa (% of total) 2005,,41.6
,Eritrea,,Urban populationa (% of total) 2005,,19.4
,Nigeria,,Urban populationa (% of total) 2005,,48.2
,Tanzania (United Republic of),,Urban populationa (% of total) 2005,,24.2
,Guinea,,Urban populationa (% of total) 2005,,33.0
,Rwanda,,Urban populationa (% of total) 2005,,19.3
,Angola,,Urban populationa (% of total) 2005,,53.3
,Benin,,Urban populationa (% of total) 2005,,40.1
,Malawi,,Urban populationa (% of total) 2005,,17.2
,Zambia,,Urban populationa (% of total) 2005,,35.0
,Iceland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,93.6
,Norway,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,78.6
,Australia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,89.9
,Canada,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,81.4
,Ireland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,63.8
,Sweden,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,85.1
,Switzerland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,78.7
,Japan,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,68.2
,Netherlands,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,84.9
,France,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,79.0
,Finland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,62.7
,United States,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,83.7
,Spain,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,78.3
,Denmark,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,86.9
,Austria,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,67.7
,United Kingdom,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,90.6
,Belgium,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,97.5
,Luxembourg,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,82.1
,New Zealand,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,87.4
,Italy,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,69.5
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,100.0
,Germany,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,76.3
,Israel,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,91.9
,Greece,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,61.0
,Singapore,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,100.0
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,83.1
,Slovenia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,53.3
,Cyprus,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,71.5
,Portugal,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,63.6
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,77.6
,Barbados,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,58.8
,Czech Republic,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,74.0
,Kuwait,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,98.5
,Malta,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,97.2
,Qatar,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,96.2
,Hungary,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,70.3
,Poland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,64.0
,Argentina,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,91.6
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,77.4
,Chile,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,90.1
,Bahrain,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,98.2
,Slovakia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,58.0
,Lithuania,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,66.8
,Estonia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,70.1
,Latvia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,68.9
,Uruguay,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,93.1
,Croatia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,59.5
,Costa Rica,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,66.9
,Bahamas,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,92.2
,Seychelles,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,58.2
,Cuba,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,74.7
,Mexico,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,78.7
,Bulgaria,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,72.8
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,33.5
,Tonga,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,27.4
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,87.4
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,44.7
,Oman,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,72.3
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,15.8
,Romania,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,56.1
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,83.2
,Panama,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,77.9
,Malaysia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,75.4
,Belarus,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,76.7
,Mauritius,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,44.1
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,51.8
,Russian Federation,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,72.6
,Albania,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,52.8
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,75.1
,Brazil,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,88.2
,Dominica,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,76.4
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,29.0
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,60.3
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,95.9
,Colombia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,75.7
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,70.2
,Samoa,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,24.9
,Thailand,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,36.2
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,73.6
,Belize,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,51.2
,China,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,d,49.2
,Grenada,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,32.2
,Armenia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,64.1
,Turkey,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,71.9
,Suriname,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,77.4
,Jordan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,85.3
,Peru,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,74.9
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,87.9
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,67.6
,Philippines,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,69.6
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,69.1
,Fiji,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,56.1
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,50.0
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,71.9
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,64.4
,Georgia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,53.8
,Guyana,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,29.4
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,52.8
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,15.7
,Maldives,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,34.8
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,56.7
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,64.3
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,63.2
,Algeria,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,69.3
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,31.6
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,72.9
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,58.5
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,53.4
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,50.8
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,63.0
,Moldova,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,50.0
,Egypt,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,45.4
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,38.0
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,58.8
,Honduras,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,51.4
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,38.1
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,68.8
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,52.0
,Gabon,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,87.7
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,28.1
,South Africa,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,64.1
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,24.6
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,65.8
,Botswana,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,64.6
,Namibia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,41.1
,Morocco,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,65.0
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,41.1
,India,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,32.0
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,20.5
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,24.9
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,26.1
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,37.4
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,14.8
,Comoros,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,44.0
,Ghana,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,55.1
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,39.6
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,43.1
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,22.0
,Congo,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,64.2
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,29.9
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,27.5
,Nepal,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,20.9
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,30.1
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,62.7
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,15.0
,Haiti,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,45.5
,Sudan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,49.4
,Kenya,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,24.1
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,89.6
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,31.2
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,40.9
,Togo,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,47.4
,Yemen,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,31.9
,Uganda,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,14.5
,Gambia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2015b,,61.8
,Senegal,,Urban populationa (% of total) 2015b,,44.7
,Eritrea,,Urban populationa (% of total) 2015b,,24.3
,Nigeria,,Urban populationa (% of total) 2015b,,55.9
,Tanzania (United Republic of),,Urban populationa (% of total) 2015b,,28.9
,Guinea,,Urban populationa (% of total) 2015b,,38.1
,Rwanda,,Urban populationa (% of total) 2015b,,28.7
,Angola,,Urban populationa (% of total) 2015b,,59.7
,Benin,,Urban populationa (% of total) 2015b,,44.6
,Malawi,,Urban populationa (% of total) 2015b,,22.1
,Zambia,,Urban populationa (% of total) 2015b,,37.0
,Iceland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,22.1
,Norway,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,19.6
,Australia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,19.5
,Canada,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,17.6
,Ireland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,20.7
,Sweden,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,17.4
,Switzerland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,16.7
,Japan,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,13.9
,Netherlands,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,18.4
,France,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,18.4
,Finland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,17.4
,United States,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,20.8
,Spain,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,14.4
,Denmark,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,18.8
,Austria,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,15.8
,United Kingdom,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,18.0
,Belgium,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,17.0
,Luxembourg,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,18.5
,New Zealand,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,21.5
,Italy,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,14.0
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,15.1
,Germany,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,14.4
,Israel,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,27.9
,Greece,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,14.3
,Singapore,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,19.5
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,18.6
,Slovenia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,14.1
,Cyprus,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,19.9
,Portugal,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,15.7
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,29.6
,Barbados,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,18.9
,Czech Republic,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,14.8
,Kuwait,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,23.8
,Malta,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,17.4
,Qatar,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,21.7
,Hungary,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,15.8
,Poland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,16.3
,Argentina,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,26.4
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,19.8
,Chile,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,24.9
,Bahrain,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,26.3
,Slovakia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,16.8
,Lithuania,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,16.8
,Estonia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,15.2
,Latvia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,14.4
,Uruguay,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,23.8
,Croatia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,15.5
,Costa Rica,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,28.4
,Bahamas,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,27.6
,Seychelles,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,..
,Cuba,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,19.2
,Mexico,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,30.8
,Bulgaria,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,13.8
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,..
,Tonga,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,37.5
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,30.3
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,..
,Oman,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,33.8
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,22.2
,Romania,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,15.7
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,34.5
,Panama,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,30.4
,Malaysia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,31.4
,Belarus,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,15.7
,Mauritius,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,24.4
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,17.6
,Russian Federation,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,15.1
,Albania,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,26.3
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,19.7
,Brazil,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,27.8
,Dominica,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,27.9
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,24.2
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,31.3
,Colombia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,30.3
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,14.7
,Samoa,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,40.8
,Thailand,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,21.7
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,33.5
,Belize,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,37.6
,China,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,d,21.6
,Grenada,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,34.2
,Armenia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,20.8
,Turkey,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,28.3
,Suriname,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,29.8
,Jordan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,37.2
,Peru,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,31.8
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,28.6
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,32.6
,Philippines,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,36.2
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,26.0
,Fiji,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,32.9
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,29.3
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,28.8
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,35.8
,Georgia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,18.9
,Guyana,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,31.1
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,25.3
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,24.2
,Maldives,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,34.0
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,31.7
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,39.5
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,34.1
,Algeria,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,29.6
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,29.6
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,45.9
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,28.4
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,36.6
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,31.8
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,37.9
,Moldova,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,20.0
,Egypt,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,33.3
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,33.2
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,28.9
,Honduras,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,40.0
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,31.0
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,38.1
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,43.1
,Gabon,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,35.9
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,39.8
,South Africa,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,32.1
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,39.4
